seq,type,timestamp,truckId,positionLatitude,positionLongitude,equipType,nextTripLengthPreference
66,Truck,2023-11-18T09:07:10,205,39.90524673461914,-86.04354095458984,Flatbed,Long
69,Truck,2023-11-18T09:08:42,130,41.40014266967773,-75.70187377929688,Van,Short
70,Truck,2023-11-18T09:09:09,115,43.0576400756836,-80.81227111816406,Reefer,Long
71,Truck,2023-11-18T09:10:28,174,43.0204963684082,-77.4926528930664,Reefer,Long
72,Truck,2023-11-18T09:11:43,144,35.33171463012695,-80.84928131103516,Van,Long
75,Truck,2023-11-18T09:12:41,223,34.738521575927734,-82.71920013427734,Flatbed,Long
76,Truck,2023-11-18T09:13:18,200,40.368125915527344,-76.18385314941406,Van,Long
77,Truck,2023-11-18T09:13:24,157,39.81191635131836,-86.17557525634766,Flatbed,Short
78,Truck,2023-11-18T09:13:29,209,34.16739273071289,-86.1478271484375,Van,Long
79,Truck,2023-11-18T09:13:49,127,32.30772018432617,-80.93501281738281,Van,Long
84,Truck,2023-11-18T09:17:22,153,38.49227142333984,-77.38634490966797,Reefer,Short
86,Truck,2023-11-18T09:17:38,173,41.24836730957031,-81.29432678222656,Flatbed,Short
87,Truck,2023-11-18T09:18:11,247,40.73190307617188,-79.84938049316406,Reefer,Short
88,Truck,2023-11-18T09:18:28,209,34.211517333984375,-86.1688003540039,Van,Long
89,Truck,2023-11-18T09:18:40,141,40.54449462890625,-86.86930847167969,Reefer,Short
92,Truck,2023-11-18T09:20:32,224,34.82884216308594,-82.30500030517578,Flatbed,Long
93,Truck,2023-11-18T09:20:53,164,41.70818710327149,-87.79500579833984,Flatbed,Short
94,Truck,2023-11-18T09:21:34,251,41.754150390625,-72.68269348144531,Van,Long
95,Truck,2023-11-18T09:21:39,245,41.6019401550293,-81.50347137451172,Flatbed,Short
96,Truck,2023-11-18T09:22:11,191,42.36505126953125,-83.44522094726562,Van,Short
97,Truck,2023-11-18T09:22:16,211,39.879127502441406,-83.96053314208984,Flatbed,Short
101,Truck,2023-11-18T09:23:05,246,42.22358322143555,-83.37861633300781,Flatbed,Long
102,Truck,2023-11-18T09:23:07,116,38.04500579833984,-84.67056274414062,Van,Short
103,Truck,2023-11-18T09:23:40,141,40.49615478515625,-86.86848449707031,Reefer,Short
104,Truck,2023-11-18T09:24:18,259,36.0174674987793,-78.88998413085938,Reefer,Short
105,Truck,2023-11-18T09:24:18,259,36.17631149291992,-78.70093536376953,Reefer,Short
106,Truck,2023-11-18T09:24:19,259,36.44058227539063,-78.72024536132812,Reefer,Short
107,Truck,2023-11-18T09:24:19,259,36.408668518066406,-78.32518005371094,Reefer,Short
109,Truck,2023-11-18T09:25:25,105,40.590091705322266,-79.94837188720703,Flatbed,Short
110,Truck,2023-11-18T09:26:17,266,41.425479888916016,-81.83773040771484,Van,Long
111,Truck,2023-11-18T09:26:27,268,41.67794418334961,-83.59407806396484,Van,Short
112,Truck,2023-11-18T09:27:06,126,34.22414779663086,-83.51158905029297,Van,Long
113,Truck,2023-11-18T09:27:12,121,35.78899383544922,-87.16542053222656,Van,Short
114,Truck,2023-11-18T09:27:45,182,42.5786361694336,-83.88922882080078,Van,Short
115,Truck,2023-11-18T09:28:20,200,40.32666778564453,-76.04034423828125,Van,Long
116,Truck,2023-11-18T09:28:22,236,34.77556610107422,-82.30685424804688,Reefer,Long
117,Truck,2023-11-18T09:28:34,124,39.29179000854492,-84.44843292236328,Van,Short
118,Truck,2023-11-18T09:30:02,228,33.97989273071289,-79.19269561767578,Van,Short
120,Truck,2023-11-18T09:31:04,240,33.56230926513672,-86.83136749267578,Reefer,Short
121,Truck,2023-11-18T09:31:20,267,40.62468338012695,-75.44249725341797,Van,Short
124,Truck,2023-11-18T09:31:51,158,40.38103866577149,-78.8475341796875,Van,Long
125,Truck,2023-11-18T09:31:51,158,40.379337310791016,-78.83139038085938,Van,Long
129,Truck,2023-11-18T09:31:58,129,32.45702362060547,-82.77043914794922,Flatbed,Short
133,Truck,2023-11-18T09:32:13,121,35.73127746582031,-87.13800811767578,Van,Short
135,Truck,2023-11-18T09:32:44,110,39.02131271362305,-76.94416809082031,Van,Long
136,Truck,2023-11-18T09:32:58,174,43.02495193481445,-78.11530303955078,Reefer,Long
137,Truck,2023-11-18T09:33:23,236,34.77286911010742,-82.29795837402344,Reefer,Long
140,Truck,2023-11-18T09:34:46,147,36.135292053222656,-86.72672271728516,Flatbed,Long
141,Truck,2023-11-18T09:34:47,216,35.46439743041992,-81.00334167480469,Van,Long
142,Truck,2023-11-18T09:35:10,105,40.65785598754883,-79.93453216552734,Flatbed,Short
143,Truck,2023-11-18T09:35:30,180,45.466835021972656,-73.49089813232422,Flatbed,Long
144,Truck,2023-11-18T09:37:46,198,39.6221809387207,-77.71875,Van,Long
147,Truck,2023-11-18T09:38:52,178,35.56631851196289,-77.40385437011719,Flatbed,Long
148,Truck,2023-11-18T09:38:53,271,43.68624877929688,-70.32768249511719,Reefer,Short
149,Truck,2023-11-18T09:39:15,274,43.06207656860352,-71.4442367553711,Van,Short
151,Truck,2023-11-18T09:41:01,143,39.13606262207031,-76.79450225830078,Van,Long
152,Truck,2023-11-18T09:41:35,281,41.067176818847656,-85.0190200805664,Reefer,Long
153,Truck,2023-11-18T09:41:56,204,39.05494689941406,-84.54402923583984,Reefer,Long
154,Truck,2023-11-18T09:42:24,233,39.892555236816406,-82.90800476074219,Reefer,Short
155,Truck,2023-11-18T09:42:43,142,32.91962814331055,-83.79886627197266,Reefer,Long
158,Truck,2023-11-18T09:43:10,110,39.01988220214844,-76.984130859375,Van,Long
159,Truck,2023-11-18T09:43:34,251,41.7541389465332,-72.68277740478516,Van,Long
160,Truck,2023-11-18T09:44:24,191,42.42009353637695,-83.58165740966797,Van,Short
161,Truck,2023-11-18T09:44:37,275,41.14920425415039,-78.85579681396484,Reefer,Short
162,Truck,2023-11-18T09:44:37,275,41.17023086547852,-79.01506042480469,Reefer,Short
163,Truck,2023-11-18T09:44:41,107,35.26820373535156,-80.87187957763672,Reefer,Short
165,Truck,2023-11-18T09:45:40,125,39.01648712158203,-76.99766540527344,Reefer,Long
168,Truck,2023-11-18T09:48:04,301,38.65193176269531,-76.87329864501953,Reefer,Short
169,Truck,2023-11-18T09:48:10,114,38.09189224243164,-84.4704818725586,Reefer,Long
170,Truck,2023-11-18T09:48:42,141,40.119415283203125,-86.51583862304688,Reefer,Short
172,Truck,2023-11-18T09:49:09,191,42.43302536010742,-83.6133041381836,Van,Short
173,Truck,2023-11-18T09:49:20,259,36.7369270324707,-78.10095977783203,Reefer,Short
174,Truck,2023-11-18T09:49:21,246,42.223392486572266,-83.38546752929688,Flatbed,Long
175,Truck,2023-11-18T09:49:27,148,38.74151611328125,-85.81885528564453,Reefer,Long
176,Truck,2023-11-18T09:49:34,232,33.02981185913086,-84.79163360595703,Reefer,Short
177,Truck,2023-11-18T09:49:51,220,39.27094268798828,-76.67911529541016,Reefer,Short
178,Truck,2023-11-18T09:50:20,105,40.80125427246094,-79.92877960205078,Flatbed,Short
179,Truck,2023-11-18T09:51:58,254,37.30511474609375,-79.28193664550781,Van,Long
180,Truck,2023-11-18T09:52:19,279,33.73810958862305,-80.93639373779297,Van,Short
181,Truck,2023-11-18T09:53:05,301,38.65402221679688,-76.86634826660156,Reefer,Short
182,Truck,2023-11-18T09:53:55,271,43.700870513916016,-70.32174682617188,Reefer,Short
183,Truck,2023-11-18T09:54:14,115,42.61559677124024,-81.62698364257812,Reefer,Long
184,Truck,2023-11-18T09:54:14,103,35.89788818359375,-81.55409240722656,Van,Short
187,Truck,2023-11-18T09:57:26,281,41.15059661865234,-84.82076263427734,Reefer,Long
194,Truck,2023-11-18T09:58:18,111,41.942909240722656,-72.6033935546875,Reefer,Short
195,Truck,2023-11-18T09:58:55,271,43.7038688659668,-70.31690979003906,Reefer,Short
198,Truck,2023-11-18T09:59:59,217,43.09141540527344,-75.90450286865234,Flatbed,Long
204,Truck,2023-11-18T10:04:41,183,40.81435394287109,-74.05506896972656,Van,Short
205,Truck,2023-11-18T10:04:47,327,33.368412017822266,-82.10224151611328,Flatbed,Long
206,Truck,2023-11-18T10:05:02,174,42.94967651367188,-78.7609634399414,Reefer,Long
207,Truck,2023-11-18T10:05:24,276,39.43231201171875,-84.34030151367188,Reefer,Long
209,Truck,2023-11-18T10:06:24,323,37.31249237060547,-84.29149627685547,Van,Long
211,Truck,2023-11-18T10:07:38,127,32.1463737487793,-81.16011810302734,Van,Long
212,Truck,2023-11-18T10:07:40,223,35.16937255859375,-82.46672821044922,Flatbed,Long
213,Truck,2023-11-18T10:07:42,299,43.15374755859375,-83.76405334472656,Flatbed,Long
214,Truck,2023-11-18T10:08:02,281,41.21119689941406,-84.60957336425781,Reefer,Long
221,Truck,2023-11-18T10:11:11,132,33.82749938964844,-84.34489440917969,Flatbed,Long
222,Truck,2023-11-18T10:11:20,280,39.91702651977539,-82.90806579589844,Flatbed,Short
224,Truck,2023-11-18T10:12:38,127,32.12553787231445,-81.16078186035156,Van,Long
226,Truck,2023-11-18T10:12:39,167,35.27020263671875,-80.86270904541016,Reefer,Long
228,Truck,2023-11-18T10:13:02,277,33.447166442871094,-80.71678161621094,Flatbed,Short
229,Truck,2023-11-18T10:13:06,149,41.322547912597656,-72.32147216796875,Reefer,Long
230,Truck,2023-11-18T10:13:14,163,39.34594345092773,-84.61109161376953,Van,Long
232,Truck,2023-11-18T10:13:55,249,40.558555603027344,-75.4432373046875,Reefer,Long
233,Truck,2023-11-18T10:13:55,123,43.554779052734375,-79.84782409667969,Flatbed,Long
234,Truck,2023-11-18T10:14:35,160,41.00519943237305,-76.14249420166016,Van,Long
235,Truck,2023-11-18T10:14:46,295,42.11321258544922,-83.24136352539062,Flatbed,Short
236,Truck,2023-11-18T10:15:20,278,41.51944732666016,-74.02368927001953,Van,Short
237,Truck,2023-11-18T10:15:40,241,34.76015090942383,-82.46800231933594,Flatbed,Long
239,Truck,2023-11-18T10:15:59,214,40.267051696777344,-83.48197174072266,Reefer,Short
242,Truck,2023-11-18T10:18:13,114,38.55908203125,-84.59571075439453,Reefer,Long
244,Truck,2023-11-18T10:18:26,200,40.1862907409668,-75.51839447021484,Van,Long
245,Truck,2023-11-18T10:18:35,238,40.23378753662109,-74.52613067626953,Reefer,Short
246,Truck,2023-11-18T10:18:53,111,41.77116775512695,-72.69718170166016,Reefer,Short
247,Truck,2023-11-18T10:18:55,224,35.16617965698242,-81.450927734375,Flatbed,Long
248,Truck,2023-11-18T10:19:04,331,36.07738494873047,-83.82634735107422,Flatbed,Short
249,Truck,2023-11-18T10:19:43,289,34.725093841552734,-81.18914794921875,Flatbed,Long
251,Truck,2023-11-18T10:20:46,241,34.7974739074707,-82.37775421142578,Flatbed,Long
253,Truck,2023-11-18T10:22:03,254,37.372955322265625,-79.24019622802734,Van,Long
256,Truck,2023-11-18T10:22:24,135,40.72189712524414,-74.05476379394531,Flatbed,Short
257,Truck,2023-11-18T10:23:21,332,32.29679870605469,-81.06324005126953,Flatbed,Long
258,Truck,2023-11-18T10:23:26,302,35.83774185180664,-78.67313385009766,Reefer,Long
260,Truck,2023-11-18T10:24:25,260,38.75155258178711,-77.74778747558594,Flatbed,Short
261,Truck,2023-11-18T10:24:28,220,39.27919769287109,-76.65088653564453,Reefer,Short
262,Truck,2023-11-18T10:25:28,341,36.75966644287109,-81.84998321533203,Flatbed,Long
266,Truck,2023-11-18T10:25:49,125,38.92448043823242,-77.21251678466797,Reefer,Long
267,Truck,2023-11-18T10:26:25,341,36.76145553588867,-81.82671356201172,Flatbed,Long
268,Truck,2023-11-18T10:27:05,120,40.02384185791016,-77.52092742919922,Reefer,Short
269,Truck,2023-11-18T10:27:10,120,40.03101348876953,-77.49430847167969,Reefer,Short
271,Truck,2023-11-18T10:27:24,206,40.27182388305664,-76.87708282470703,Flatbed,Long
272,Truck,2023-11-18T10:27:32,326,35.33610916137695,-80.8488540649414,Flatbed,Short
273,Truck,2023-11-18T10:27:48,142,33.47904968261719,-84.21622467041016,Reefer,Long
274,Truck,2023-11-18T10:28:08,232,33.01163482666016,-84.46658325195312,Reefer,Short
276,Truck,2023-11-18T10:28:48,139,32.79957962036133,-79.94390869140625,Reefer,Short
277,Truck,2023-11-18T10:29:05,336,37.520164489746094,-77.43669128417969,Reefer,Long
280,Truck,2023-11-18T10:30:27,341,36.77856063842773,-81.75667572021484,Flatbed,Long
282,Truck,2023-11-18T10:30:58,342,41.8230094909668,-72.60838317871094,Flatbed,Short
283,Truck,2023-11-18T10:31:23,179,33.67706298828125,-84.3189468383789,Van,Short
284,Truck,2023-11-18T10:31:23,179,33.71178436279297,-84.2430419921875,Van,Short
287,Truck,2023-11-18T10:33:15,278,41.54671478271485,-73.72400665283203,Van,Short
288,Truck,2023-11-18T10:33:59,197,40.655067443847656,-75.23925018310547,Reefer,Long
290,Truck,2023-11-18T10:34:53,351,37.98053741455078,-87.4502944946289,Van,Short
291,Truck,2023-11-18T10:36:07,300,42.77431488037109,-76.62361907958984,Flatbed,Short
292,Truck,2023-11-18T10:36:44,324,38.66231155395508,-77.79682922363281,Flatbed,Long
294,Truck,2023-11-18T10:37:34,326,35.20508575439453,-80.87879180908203,Flatbed,Short
295,Truck,2023-11-18T10:38:07,336,37.58588409423828,-77.46989440917969,Reefer,Long
297,Truck,2023-11-18T10:38:30,200,40.03987503051758,-75.35231018066406,Van,Long
299,Truck,2023-11-18T10:39:07,176,41.26673889160156,-73.69609069824219,Van,Short
300,Truck,2023-11-18T10:39:26,260,38.80019378662109,-77.53486633300781,Flatbed,Short
301,Truck,2023-11-18T10:39:50,230,39.97484970092773,-83.26959228515625,Reefer,Long
302,Truck,2023-11-18T10:40:03,217,43.03320693969727,-75.04613494873047,Flatbed,Long
304,Truck,2023-11-18T10:40:16,250,39.68329620361328,-76.07559204101562,Flatbed,Short
306,Truck,2023-11-18T10:41:11,333,34.38313674926758,-80.99479675292969,Van,Long
307,Truck,2023-11-18T10:41:12,169,41.44123458862305,-87.71479034423828,Reefer,Long
308,Truck,2023-11-18T10:41:56,102,33.93944549560547,-84.36800384521484,Van,Long
309,Truck,2023-11-18T10:42:04,203,46.713077545166016,-67.8364486694336,Flatbed,Long
311,Truck,2023-11-18T10:42:27,130,41.35932540893555,-75.70471954345703,Van,Short
312,Truck,2023-11-18T10:42:34,129,32.064208984375,-83.64605712890625,Flatbed,Short
313,Truck,2023-11-18T10:42:39,215,37.765323638916016,-87.1033935546875,Reefer,Short
316,Truck,2023-11-18T10:43:22,332,32.59942626953125,-80.9033432006836,Flatbed,Long
317,Truck,2023-11-18T10:43:32,211,39.88834762573242,-84.3888931274414,Flatbed,Short
318,Truck,2023-11-18T10:43:33,306,44.53678131103516,-69.68551635742188,Van,Short
321,Truck,2023-11-18T10:45:14,112,43.690460205078125,-71.45855712890625,Flatbed,Short
322,Truck,2023-11-18T10:45:15,321,40.37662887573242,-75.94091033935547,Van,Long
323,Truck,2023-11-18T10:45:16,250,39.63232421875,-76.07891082763672,Flatbed,Short
325,Truck,2023-11-18T10:45:48,300,42.80680465698242,-76.6318359375,Flatbed,Short
326,Truck,2023-11-18T10:46:48,348,34.36281967163086,-83.2936019897461,Flatbed,Short
327,Truck,2023-11-18T10:46:51,362,38.7039909362793,-84.91071319580078,Van,Long
328,Truck,2023-11-18T10:47:22,357,39.21757125854492,-76.47254180908203,Van,Short
330,Truck,2023-11-18T10:47:40,303,41.27096557617188,-75.51779174804688,Flatbed,Long
331,Truck,2023-11-18T10:49:23,364,42.46390914916992,-72.61790466308594,Flatbed,Long
332,Truck,2023-11-18T10:50:05,188,41.9170150756836,-80.57324981689453,Reefer,Long
334,Truck,2023-11-18T10:50:12,212,35.58064270019531,-81.25885009765625,Flatbed,Long
335,Truck,2023-11-18T10:50:50,278,41.38382339477539,-73.5676040649414,Van,Short
336,Truck,2023-11-18T10:50:52,327,33.37567138671875,-82.03710174560547,Flatbed,Long
337,Truck,2023-11-18T10:51:07,125,38.79947280883789,-77.53189849853516,Reefer,Long
338,Truck,2023-11-18T10:51:20,362,38.73433303833008,-84.8403091430664,Van,Long
346,Truck,2023-11-18T10:52:06,300,42.74512481689453,-76.61773681640625,Flatbed,Short
347,Truck,2023-11-18T10:52:44,328,42.89832305908203,-78.6629867553711,Reefer,Long
348,Truck,2023-11-18T10:53:18,163,39.0584716796875,-84.46965026855469,Van,Long
349,Truck,2023-11-18T10:53:26,370,40.66063690185547,-75.32862854003906,Reefer,Long
350,Truck,2023-11-18T10:53:30,234,42.991966247558594,-81.78184509277344,Flatbed,Short
351,Truck,2023-11-18T10:53:33,200,39.85848617553711,-75.35737609863281,Van,Long
352,Truck,2023-11-18T10:53:49,107,35.25031661987305,-80.84447479248047,Reefer,Short
354,Truck,2023-11-18T10:54:17,171,40.72104263305664,-79.88446807861328,Van,Long
355,Truck,2023-11-18T10:54:22,353,39.749656677246094,-86.02536010742188,Flatbed,Short
356,Truck,2023-11-18T10:54:28,284,42.82345962524414,-81.3232421875,Reefer,Long
358,Truck,2023-11-18T10:55:22,278,41.39184188842773,-73.52130889892578,Van,Short
359,Truck,2023-11-18T10:55:38,360,42.53480911254883,-71.49658966064453,Reefer,Long
360,Truck,2023-11-18T10:56:22,333,34.701629638671875,-81.02963256835938,Van,Long
361,Truck,2023-11-18T10:56:30,226,35.731597900390625,-84.40215301513672,Van,Long
362,Truck,2023-11-18T10:56:38,366,41.96670150756836,-70.69441986083984,Reefer,Short
363,Truck,2023-11-18T10:57:34,265,41.707008361816406,-83.6073989868164,Reefer,Short
369,Truck,2023-11-18T10:59:55,208,39.84154510498047,-85.92134857177734,Flatbed,Short
372,Truck,2023-11-18T11:02:50,189,35.996177673339844,-83.55889892578125,Flatbed,Long
373,Truck,2023-11-18T11:02:51,299,42.62688446044922,-83.23776245117188,Flatbed,Long
374,Truck,2023-11-18T11:03:02,204,40.24602127075195,-84.18877410888672,Reefer,Long
375,Truck,2023-11-18T11:03:15,157,40.27683639526367,-85.3175048828125,Flatbed,Short
376,Truck,2023-11-18T11:03:31,135,40.68912124633789,-73.9810791015625,Flatbed,Short
377,Truck,2023-11-18T11:03:37,238,39.856224060058594,-75.16339111328125,Reefer,Short
378,Truck,2023-11-18T11:03:37,211,39.731536865234375,-84.2058334350586,Flatbed,Short
379,Truck,2023-11-18T11:04:08,236,34.50947570800781,-81.85775756835938,Reefer,Long
380,Truck,2023-11-18T11:04:44,275,41.06410217285156,-77.39766693115234,Reefer,Short
381,Truck,2023-11-18T11:04:48,200,39.78116607666016,-75.36611938476562,Van,Long
382,Truck,2023-11-18T11:04:49,295,42.63833236694336,-83.1934585571289,Flatbed,Short
384,Truck,2023-11-18T11:05:06,346,41.24155807495117,-87.29566192626953,Reefer,Short
385,Truck,2023-11-18T11:05:10,228,34.46937942504883,-80.25801086425781,Van,Short
386,Truck,2023-11-18T11:05:37,100,35.34133529663086,-80.72744750976562,Van,Long
388,Truck,2023-11-18T11:06:08,261,36.661376953125,-84.13687896728516,Van,Long
389,Truck,2023-11-18T11:06:34,207,40.17270660400391,-77.53654479980469,Van,Short
390,Truck,2023-11-18T11:06:59,245,41.641510009765625,-81.42376708984375,Flatbed,Short
394,Truck,2023-11-18T11:07:41,104,40.64717864990234,-74.83511352539062,Van,Long
395,Truck,2023-11-18T11:07:46,162,39.24958419799805,-78.10665130615234,Van,Short
396,Truck,2023-11-18T11:07:51,328,42.86725616455078,-78.69705200195312,Reefer,Long
397,Truck,2023-11-18T11:08:06,314,40.273223876953125,-77.0029525756836,Flatbed,Long
398,Truck,2023-11-18T11:08:21,349,36.7719841003418,-76.36527252197266,Reefer,Short
400,Truck,2023-11-18T11:09:16,152,41.7818489074707,-86.72136688232422,Flatbed,Long
403,Truck,2023-11-18T11:09:53,294,37.24922180175781,-77.39205169677734,Flatbed,Short
404,Truck,2023-11-18T11:10:18,164,41.6322021484375,-86.67537689208984,Flatbed,Short
405,Truck,2023-11-18T11:10:29,298,42.32939910888672,-83.1363754272461,Flatbed,Short
407,Truck,2023-11-18T11:10:41,224,35.30545425415039,-80.76134490966797,Flatbed,Long
408,Truck,2023-11-18T11:10:54,321,40.38208770751953,-75.95018768310547,Van,Long
409,Truck,2023-11-18T11:11:01,190,42.88027572631836,-74.06825256347656,Flatbed,Long
412,Truck,2023-11-18T11:11:27,179,33.56953430175781,-83.51747131347656,Van,Short
413,Truck,2023-11-18T11:11:38,286,33.648155212402344,-84.31439208984375,Van,Short
414,Truck,2023-11-18T11:12:51,189,36.0744514465332,-83.37796020507812,Flatbed,Long
415,Truck,2023-11-18T11:13:23,247,41.105899810791016,-81.10039520263672,Reefer,Short
416,Truck,2023-11-18T11:13:47,311,33.865047454833984,-84.43949127197266,Flatbed,Short
417,Truck,2023-11-18T11:13:51,325,41.39132690429688,-71.87474822998047,Reefer,Long
418,Truck,2023-11-18T11:14:01,249,40.66255187988281,-74.4224853515625,Reefer,Long
420,Truck,2023-11-18T11:14:07,235,43.00329208374024,-85.68846130371094,Reefer,Short
422,Truck,2023-11-18T11:14:10,336,37.89909362792969,-78.04733276367188,Reefer,Long
423,Truck,2023-11-18T11:14:10,315,40.2329216003418,-76.92516326904297,Flatbed,Long
424,Truck,2023-11-18T11:14:41,160,40.769996643066406,-75.57547760009766,Van,Long
425,Truck,2023-11-18T11:14:55,230,39.58330535888672,-82.95319366455078,Reefer,Long
427,Truck,2023-11-18T11:15:52,312,39.27008819580078,-84.4386978149414,Flatbed,Short
430,Truck,2023-11-18T11:16:48,305,40.54324722290039,-74.5322265625,Flatbed,Long
431,Truck,2023-11-18T11:16:56,209,34.70903015136719,-85.5576400756836,Van,Long
432,Truck,2023-11-18T11:17:12,157,40.2799186706543,-85.31295013427734,Flatbed,Short
434,Truck,2023-11-18T11:17:41,359,37.79632568359375,-79.39674377441406,Flatbed,Short
435,Truck,2023-11-18T11:17:47,172,39.64292907714844,-75.82488250732422,Reefer,Long
438,Truck,2023-11-18T11:17:53,299,42.40248107910156,-83.07222747802734,Flatbed,Long
439,Truck,2023-11-18T11:18:14,232,33.0341682434082,-83.93955993652344,Reefer,Short
440,Truck,2023-11-18T11:18:21,132,33.58525466918945,-84.63130950927734,Flatbed,Long
441,Truck,2023-11-18T11:18:37,372,40.08137130737305,-75.38890838623047,Flatbed,Short
442,Truck,2023-11-18T11:18:39,192,34.24320983886719,-79.77444458007812,Flatbed,Long
443,Truck,2023-11-18T11:18:42,336,37.94437026977539,-78.11776733398438,Reefer,Long
444,Truck,2023-11-18T11:19:06,128,32.47975158691406,-81.11627960205078,Van,Short
445,Truck,2023-11-18T11:19:42,160,40.79486846923828,-75.52969360351562,Van,Long
446,Truck,2023-11-18T11:20:23,312,39.23020553588867,-84.45027923583984,Flatbed,Short
447,Truck,2023-11-18T11:20:29,170,37.35318756103516,-77.33255004882812,Van,Short
448,Truck,2023-11-18T11:20:29,170,37.36374282836914,-77.33561706542969,Van,Short
449,Truck,2023-11-18T11:20:33,378,39.62629318237305,-75.09102630615234,Flatbed,Long
450,Truck,2023-11-18T11:20:37,318,39.99259948730469,-75.18628692626953,Reefer,Long
451,Truck,2023-11-18T11:20:50,150,40.14665603637695,-75.15287780761719,Reefer,Long
453,Truck,2023-11-18T11:21:01,321,40.40692138671875,-75.95045471191406,Van,Long
454,Truck,2023-11-18T11:21:53,337,40.02922058105469,-75.02265167236328,Flatbed,Short
455,Truck,2023-11-18T11:22:05,229,42.046573638916016,-72.58870697021484,Reefer,Short
457,Truck,2023-11-18T11:22:29,206,40.81865310668945,-76.85029602050781,Flatbed,Long
458,Truck,2023-11-18T11:22:32,219,39.9610710144043,-76.44354248046875,Van,Long
459,Truck,2023-11-18T11:22:33,119,35.129432678222656,-78.89739990234375,Van,Long
460,Truck,2023-11-18T11:22:42,104,40.64833068847656,-74.48905181884766,Van,Long
